"start","stop","path","selection_rate","non_ordered_ratio","ordered_ratio","non_ordered_ratio_median","non_ordered_ratio_mean","ordered_ratio_mean","ordered_ratio_median","ordered_max","non_ordered_max","ordered_min","non_ordered_min"
"Embassy_of_South_Korea,_Washington,_D.C.","National_Register_of_Historic_Places_listings_in_Texas","31892801,31972461,64065,4412275","0.2","0.3034338747099768","0.10669616516453795","0.3103016241299304","0.31046682134570774","0.11319845981645434","0.10948339938625126","0.13537510183829907","0.3576798143851508","0.10524509731830024","0.2997215777262181"
"Jolina_Magdangal_albums","Sarah_Lahbati","7546649,4901771,25652070","0.6","0.5174986112213317","0.38452111363796276","0.5211491151495913","0.5230822950559478","0.3089356298258948","0.30618767644969147","0.38452111363796276","0.5378144591699071","0.29833547518139386","0.5174986112213317"
"Jolina_Magdangal_albums","Sarah_Lahbati","7546649,4901771,22171065,25652070","0.4","0.5182921990318229","0.29833547518139386","0.5211491151495913","0.5230822950559478","0.3089356298258948","0.30618767644969147","0.38452111363796276","0.5378144591699071","0.29833547518139386","0.5174986112213317"
"Kingdom_Heirs","Dollywood","5766738,8389562,28899363,249774","0.4","0.3338489799864643","0.09929015350335893","0.32683940829546554","0.328568113700087","0.16518050111156413","0.16488780013905435","0.4162567726504095","0.33979503045538045","0.09929015350335893","0.3256308614521899"
"Kingdom_Heirs","Dollywood","5766738,21053300,249774","0.4","0.32567920332592093","0.16522152914447358","0.32683940829546554","0.328568113700087","0.16518050111156413","0.16488780013905435","0.4162567726504095","0.33979503045538045","0.09929015350335893","0.3256308614521899"
"Kingdom_Heirs","Dollywood","5766738,2706927,249774","0.2","0.32683940829546554","0.16452839967167981","0.32683940829546554","0.328568113700087","0.16518050111156413","0.16488780013905435","0.4162567726504095","0.33979503045538045","0.09929015350335893","0.3256308614521899"
"Poetry_and_hymns_by_John_Greenleaf_Whittier","Margaret_Fell","15589689,406192,778071","0.2","0.3866940496135762","0.1956184718706467","0.387234502513106","0.3888774793276766","0.11582538318050412","0.11133846950904518","0.1956184718706467","0.4052856293574015","0.11076520627102596","0.3866940496135762"
"Poetry_and_hymns_by_John_Greenleaf_Whittier","Margaret_Fell","15589689,406192,2362222,778071","0.4","0.387234502513106","0.11103392341384745","0.387234502513106","0.3888774793276766","0.11582538318050412","0.11133846950904518","0.1956184718706467","0.4052856293574015","0.11076520627102596","0.3866940496135762"
"Poetry_and_hymns_by_John_Greenleaf_Whittier","Margaret_Fell","15589689,406192,3459547,778071","0.4","0.3885315894719775","0.11151761427092619","0.387234502513106","0.3888774793276766","0.11582538318050412","0.11133846950904518","0.1956184718706467","0.4052856293574015","0.11076520627102596","0.3866940496135762"
"List_of_Virtual_Console_games_for_Wii_U_(North_America)","Wii_U","38308387,421853,31512491","1.0","0.2229816022919471","0.0818485651484711","0.22166994580787686","0.22327292810051427","0.09061506180441097","0.08138592606143309","0.3063441821336558","0.23250837043940492","0.0803835413728508","0.22087604846225536"
"Mark_Higgins","Jordan","18754701,6840193,7515964","0.4","0.21850013785497657","0.07015444006942786","0.2203611800385994","0.22125448028673836","0.06196249287935193","0.07037019506478545","0.07163065845871656","0.23273366418527708","0.042487234225541744","0.21850013785497657"
"Mark_Higgins","Jordan","18754701,19109318,17008268,7515964","0.6","0.21980976013234077","0.042487234225541744","0.2203611800385994","0.22125448028673836","0.06196249287935193","0.07037019506478545","0.07163065845871656","0.23273366418527708","0.042487234225541744","0.21850013785497657"
"Peter_Feteris","Camogie","30949775,10568,73109","0.2","0.18807485855215436","0.05253922860013378","0.1884810677498912","0.1888327288553605","0.04052206694784157","0.039968334317041124","0.05253922860013378","0.19251414478456405","0.03924512394663245","0.18671115624546641"
"Peter_Feteris","Camogie","30949775,10568,547452,73109","0.2","0.1884230378645002","0.03987138654622036","0.1884810677498912","0.1888327288553605","0.04052206694784157","0.039968334317041124","0.05253922860013378","0.19251414478456405","0.03924512394663245","0.18671115624546641"
"Peter_Feteris","Camogie","30949775,10568,5561860,73109","0.6","0.18888727694762802","0.040026502979533585","0.1884810677498912","0.1888327288553605","0.04052206694784157","0.039968334317041124","0.05253922860013378","0.19251414478456405","0.03924512394663245","0.18671115624546641"
"Asakadai_Station","Kita-Fujioka_Station","18395092,17348115,17352949","0.2","0.8764852169107489","0.8369534801367381","0.878419452887538","0.8801160541586073","0.8208007743808996","0.8189694088249619","0.8369534801367381","0.902321083172147","0.8138754540444723","0.8764852169107489"
"Asakadai_Station","Kita-Fujioka_Station","18395092,20850812,17348115,17352949","0.6","0.8764852169107489","0.8193618234913851","0.878419452887538","0.8801160541586073","0.8208007743808996","0.8189694088249619","0.8369534801367381","0.902321083172147","0.8138754540444723","0.8764852169107489"
"Asakadai_Station","Kita-Fujioka_Station","18395092,17361985,17348634,17352949","0.2","0.8771760154738878","0.8138754540444723","0.878419452887538","0.8801160541586073","0.8208007743808996","0.8189694088249619","0.8369534801367381","0.902321083172147","0.8138754540444723","0.8764852169107489"
"Daniel_Meadows","Virtual_International_Authority_File","30520276,12154601,17603408,25175562","0.4","0.25592737094837936","0.07428357718183512","0.26343037214885956","0.26451380552220893","0.08662995007727674","0.08705396856021932","0.09238418065948605","0.281812725090036","0.07428357718183512","0.2534888955582233"
"Daniel_Meadows","Virtual_International_Authority_File","30520276,31922,780239,25175562","0.6","0.27907412965186074","0.08612573801019158","0.26343037214885956","0.26451380552220893","0.08662995007727674","0.08705396856021932","0.09238418065948605","0.281812725090036","0.07428357718183512","0.2534888955582233"
"School_on_Wheels_Inc.","Panhe","37264746,5407,27003223,39012582","0.6","0.21998998831970631","0.05011422995524568","0.22022359419322543","0.2205840146837978","0.05068940120578481","0.0504420168549981","0.05428755585286494","0.23076923076923078","0.049245327833309364","0.21798765226097114"
"School_on_Wheels_Inc.","Panhe","37264746,28208,28504,39012582","0.4","0.23076923076923078","0.05428755585286494","0.22022359419322543","0.2205840146837978","0.05068940120578481","0.0504420168549981","0.05428755585286494","0.23076923076923078","0.049245327833309364","0.21798765226097114"
"Radical_Network","Socialism","12163236,38936386,26847","0.2","0.17347478628908752","0.037760507762552284","0.17408737782975525","0.17915963578648397","0.03158899258484263","0.022661247495834775","0.16754278035722317","0.20571937738423413","0.02098794863010858","0.17283434967838945"
"Radical_Network","Socialism","12163236,26847,29898594,26847","0.2","0.17283434967838945","0.02098794863010858","0.17408737782975525","0.17915963578648397","0.03158899258484263","0.022661247495834775","0.16754278035722317","0.20571937738423413","0.02098794863010858","0.17283434967838945"
"Radical_Network","Socialism","12163236,26847,26847","0.6","0.17283434967838945","0.037864362904432784","0.17408737782975525","0.17915963578648397","0.03158899258484263","0.022661247495834775","0.16754278035722317","0.20571937738423413","0.02098794863010858","0.17283434967838945"
"Bismark,_Germany","1984_Summer_Olympics","164519,11867,39721,82762","0.4","0.31877667140825033","0.11906987624707593","0.6333333333333333","0.3165718349928876","0.11758926036914798","0.23557431291269215","0.11906987624707593","0.31877667140825033","0.11536614860640103","0.313466097676624"
"Bismark,_Germany","1984_Summer_Olympics","164519,11867,10568,82762","0.4","0.31626363205310576","0.11739469145637253","0.6333333333333333","0.3165718349928876","0.11758926036914798","0.23557431291269215","0.11906987624707593","0.31877667140825033","0.11536614860640103","0.313466097676624"
